timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692936610663,149,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,149,0,88
1692936610929,39,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936611009,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3769,0,1,1,null,0,0,0
1692936611104,107,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,107,0,38
1692936611223,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936611245,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3769,0,1,1,null,0,0,0
1692936611349,107,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,107,0,39
1692936611469,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936611475,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3791,0,1,1,null,0,0,0
1692936611481,92,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,92,0,35
1692936611601,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3675,0,1,1,null,0,0,0
1692936611637,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,95,0,36
1692936611974,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3675,0,1,1,null,0,0,0
1692936612149,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,100,0,39
1692936612263,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936612268,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3810,0,1,1,null,0,0,0
1692936612376,104,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,104,0,42
1692936612523,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3675,0,1,1,null,0,0,0
1692936612566,88,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,88,0,35
1692936612666,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3675,0,1,1,null,0,0,0
1692936612671,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,98,0,38
1692936612778,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936612784,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3826,0,1,1,null,0,0,0
1692936612789,254,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,254,0,39
1692936613055,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936613063,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936613070,117,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,117,0,35
1692936613194,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936613200,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936613205,127,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,127,0,40
1692936613437,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936613449,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936613500,120,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,120,0,48
1692936613626,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936613809,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936613916,104,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,104,0,41
1692936614032,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936614039,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936614148,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,101,0,38
1692936614263,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936614272,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936614278,112,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,112,0,52
1692936614404,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936614581,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936614638,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,101,0,38
1692936614752,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936614784,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936614898,107,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,107,0,40
1692936615019,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936615025,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936615140,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,99,0,34
1692936615252,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936615345,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936615375,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,101,0,42
1692936615489,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936615498,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936615511,87,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,87,0,36
1692936615724,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936615770,97,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,97,0,36
1692936616137,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936616354,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,99,0,40
1692936616466,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936616573,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936616610,92,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,92,0,42
1692936616715,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936616722,92,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,92,0,35
1692936617102,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936617124,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936617235,97,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,97,0,42
1692936617346,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936617352,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936617540,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,101,0,39
1692936617646,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936617684,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936617922,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,101,0,37
1692936618030,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936618036,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936618042,85,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,85,0,33
1692936618134,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936618178,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,100,0,41
1692936618291,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936618525,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936618596,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,99,0,40
1692936618719,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936618804,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936618866,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,99,0,42
1692936618974,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936619046,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936619066,110,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,110,0,40
1692936619207,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936619267,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,103,0,41
1692936619382,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936619428,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936619469,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,94,0,37
1692936619577,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936619584,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936619803,98,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,98,0,40
1692936619913,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936620143,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936620172,99,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,98,0,37
1692936620282,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936620320,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936620425,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,3255,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6333/Details.json?catalogue=false,103,0,39
1692936620588,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936620611,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3812,0,1,1,null,0,0,0
1692936620709,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,103,0,41
1692936620826,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936620832,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936620847,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,102,0,38
1692936620962,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936620974,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936621025,107,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,107,0,45
1692936621143,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936621193,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936621294,105,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,105,0,44
1692936621440,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936621460,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936621819,94,HTTP Request,200,OK,Thread Group 1-1,text,true,,810,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6331/Details.json?catalogue=false,94,0,40
1692936621941,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3676,0,1,1,null,0,0,0
1692936621953,95,HTTP Request,200,OK,Thread Group 1-1,text,true,,3253,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6329/Details.json?catalogue=false,95,0,35
1692936622062,5,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936622072,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3811,0,1,1,null,0,0,0
1692936622269,113,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,113,0,47
1692936622417,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936622913,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936622928,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,100,0,40
1692936623043,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936623161,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936623171,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3257,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6328/Details.json?catalogue=false,100,0,38
1692936623882,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936623947,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3815,0,1,1,null,0,0,0
1692936624131,121,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,121,0,42
1692936624266,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936624272,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936624278,100,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6335/Details.json?catalogue=false,100,0,40
1692936624393,0,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936624399,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936624404,96,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,96,0,37
1692936624675,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936624691,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936624719,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,102,0,37
1692936624835,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936624851,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936624887,97,HTTP Request,200,OK,Thread Group 1-1,text,true,,3269,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6330/Details.json?catalogue=false,97,0,38
1692936624997,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936625090,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3827,0,1,1,null,0,0,0
1692936625167,119,HTTP Request,200,OK,Thread Group 1-1,text,true,,3249,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6332/Details.json?catalogue=false,119,0,55
1692936625300,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936625380,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3807,0,1,1,null,0,0,0
1692936625865,112,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6336/Details.json?catalogue=false,112,0,43
1692936626279,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936626396,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936626488,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,3244,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6334/Details.json?catalogue=false,102,0,36
1692936626604,1,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936626650,1,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3801,0,1,1,null,0,0,0
1692936626682,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,103,0,48
1692936626890,2,JSR223 Sampler,200,OK,Thread Group 1-1,text,true,,1,0,1,1,null,0,0,0
1692936626933,0,Debug Sampler,200,OK,Thread Group 1-1,text,true,,3823,0,1,1,null,0,0,0
1692936627160,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,1966,171,1,1,https://api.tmsandbox.co.nz/v1/Categories/6327/Details.json?catalogue=false,101,0,36
